PDF,Seite,Leitidee,Stufe,Begriff,Anzahl
Zahlenbuch 6.pdf,62,Gesundheit,Stufe 1,Rein,4
Zahlenbuch 6.pdf,62,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,9
Zahlenbuch 6.pdf,62,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,2
Zahlenbuch 6.pdf,62,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,9
Zahlenbuch 6.pdf,62,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,2
Zahlenbuch 6.pdf,62,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,3
Zahlenbuch 6.pdf,62,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,3
Zahlenbuch 6.pdf,63,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,63,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,63,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,63,"Politik, Demokratie und Menschenrechte",Stufe 2,Gesetz,2
Zahlenbuch 6.pdf,63,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,63,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,2
Zahlenbuch 6.pdf,64,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,64,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,64,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,64,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,64,"Politik, Demokratie und Menschenrechte",Stufe 2,Wahl,1
Zahlenbuch 6.pdf,65,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,4
Zahlenbuch 6.pdf,65,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,65,Geschlechter und Gleichstellung,Stufe 2,Recht,5
Zahlenbuch 6.pdf,65,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,65,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,65,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,65,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,65,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,65,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,65,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,65,"Politik, Demokratie und Menschenrechte",Stufe 1,Macht,1
Zahlenbuch 6.pdf,65,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,5
Zahlenbuch 6.pdf,65,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,5
Zahlenbuch 6.pdf,66,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,7
Zahlenbuch 6.pdf,66,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,66,Geschlechter und Gleichstellung,Stufe 1,gleich,3
Zahlenbuch 6.pdf,66,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,66,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,3
Zahlenbuch 6.pdf,66,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,66,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,66,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,67,Geschlechter und Gleichstellung,Stufe 2,Anteil,5
Zahlenbuch 6.pdf,67,Gesundheit,Stufe 1,Alter,5
Zahlenbuch 6.pdf,67,Gesundheit,Stufe 1,Nahrung,1
Zahlenbuch 6.pdf,67,Gesundheit,Stufe 1,Rein,4
Zahlenbuch 6.pdf,67,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,67,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,67,Natürliche Umwelt und Ressourcen,Stufe 3,Schutz,1
Zahlenbuch 6.pdf,67,Natürliche Umwelt und Ressourcen,Stufe 1,Stoff,3
Zahlenbuch 6.pdf,67,"Politik, Demokratie und Menschenrechte",Stufe 3,Schutz,1
Zahlenbuch 6.pdf,67,Wirtschaft und Konsum,Stufe 3,Verpackung,2
Zahlenbuch 6.pdf,68,Geschlechter und Gleichstellung,Stufe 2,Anteil,4
Zahlenbuch 6.pdf,68,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,2
Zahlenbuch 6.pdf,68,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 2,Ernährung,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Essen,5
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Krankheit,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 2,Krankheit,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Körper,4
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Nahrung,1
Zahlenbuch 6.pdf,68,Gesundheit,Stufe 1,Rein,12
Zahlenbuch 6.pdf,68,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,68,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,68,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,5
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 2,Energie,4
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,3
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 3,Schutz,1
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,1
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 1,Stoff,7
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,1
Zahlenbuch 6.pdf,68,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,1
Zahlenbuch 6.pdf,68,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,68,"Politik, Demokratie und Menschenrechte",Stufe 3,Schutz,1
Zahlenbuch 6.pdf,68,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,2
Zahlenbuch 6.pdf,68,Wirtschaft und Konsum,Stufe 1,Ware,2
Zahlenbuch 6.pdf,69,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,69,Geschlechter und Gleichstellung,Stufe 3,Unterschied,2
Zahlenbuch 6.pdf,69,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,69,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,69,Gesundheit,Stufe 1,Leben,1
Zahlenbuch 6.pdf,69,Gesundheit,Stufe 1,Rein,10
Zahlenbuch 6.pdf,69,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,1
Zahlenbuch 6.pdf,69,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,69,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,69,Globale Entwicklung und Frieden,Stufe 1,Welt,1
Zahlenbuch 6.pdf,69,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,69,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,69,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,1
Zahlenbuch 6.pdf,69,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,2
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 2,Energie,1
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,1
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,4
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,1
Zahlenbuch 6.pdf,69,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,1
Zahlenbuch 6.pdf,69,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,69,"Politik, Demokratie und Menschenrechte",Stufe 1,System,2
Zahlenbuch 6.pdf,70,Geschlechter und Gleichstellung,Stufe 2,Anteil,1
Zahlenbuch 6.pdf,70,Geschlechter und Gleichstellung,Stufe 1,Gruppe,3
Zahlenbuch 6.pdf,70,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,70,Gesundheit,Stufe 1,Essen,3
Zahlenbuch 6.pdf,70,Gesundheit,Stufe 1,Rein,9
Zahlenbuch 6.pdf,70,Globale Entwicklung und Frieden,Stufe 1,Gruppe,3
Zahlenbuch 6.pdf,70,Globale Entwicklung und Frieden,Stufe 1,Land,3
Zahlenbuch 6.pdf,70,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,3
Zahlenbuch 6.pdf,70,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,70,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Gruppe,3
Zahlenbuch 6.pdf,70,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Sprache,11
Zahlenbuch 6.pdf,70,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,70,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,3
Zahlenbuch 6.pdf,70,"Politik, Demokratie und Menschenrechte",Stufe 1,Gruppe,3
Zahlenbuch 6.pdf,70,"Politik, Demokratie und Menschenrechte",Stufe 2,Volk,1
Zahlenbuch 6.pdf,71,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,71,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,71,Geschlechter und Gleichstellung,Stufe 1,gleich,3
Zahlenbuch 6.pdf,71,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,71,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,71,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,71,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,71,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,1
Zahlenbuch 6.pdf,71,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,71,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,3
Zahlenbuch 6.pdf,71,"Politik, Demokratie und Menschenrechte",Stufe 1,Ordnung,1
Zahlenbuch 6.pdf,72,Geschlechter und Gleichstellung,Stufe 2,Entscheidung,2
Zahlenbuch 6.pdf,72,Gesundheit,Stufe 1,Rein,4
Zahlenbuch 6.pdf,72,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,72,"Politik, Demokratie und Menschenrechte",Stufe 1,Entscheidung,2
Zahlenbuch 6.pdf,72,"Politik, Demokratie und Menschenrechte",Stufe 2,Entscheidung,2
Zahlenbuch 6.pdf,73,Geschlechter und Gleichstellung,Stufe 1,Arbeit,1
Zahlenbuch 6.pdf,73,Geschlechter und Gleichstellung,Stufe 2,Arbeit,1
Zahlenbuch 6.pdf,73,Geschlechter und Gleichstellung,Stufe 2,Beruf,1
Zahlenbuch 6.pdf,73,Geschlechter und Gleichstellung,Stufe 2,Bildung,4
Zahlenbuch 6.pdf,73,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,73,Gesundheit,Stufe 1,Leben,1
Zahlenbuch 6.pdf,73,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,73,Globale Entwicklung und Frieden,Stufe 3,Bildung,4
Zahlenbuch 6.pdf,73,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,73,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Kunst,4
Zahlenbuch 6.pdf,73,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Wohnen,1
Zahlenbuch 6.pdf,73,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,73,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,1
Zahlenbuch 6.pdf,73,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,73,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,1
Zahlenbuch 6.pdf,73,"Politik, Demokratie und Menschenrechte",Stufe 2,Gesetz,2
Zahlenbuch 6.pdf,73,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,73,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,73,Wirtschaft und Konsum,Stufe 1,Arbeit,1
Zahlenbuch 6.pdf,73,Wirtschaft und Konsum,Stufe 2,Hersteller,1
Zahlenbuch 6.pdf,73,Wirtschaft und Konsum,Stufe 1,Tausch,1
Zahlenbuch 6.pdf,74,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,2
Zahlenbuch 6.pdf,74,Geschlechter und Gleichstellung,Stufe 2,Entscheidung,1
Zahlenbuch 6.pdf,74,Geschlechter und Gleichstellung,Stufe 3,Unterschied,1
Zahlenbuch 6.pdf,74,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,74,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,74,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Kunst,6
Zahlenbuch 6.pdf,74,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,1
Zahlenbuch 6.pdf,74,"Politik, Demokratie und Menschenrechte",Stufe 1,Entscheidung,1
Zahlenbuch 6.pdf,74,"Politik, Demokratie und Menschenrechte",Stufe 2,Entscheidung,1
Zahlenbuch 6.pdf,74,"Politik, Demokratie und Menschenrechte",Stufe 2,Gesetz,2
Zahlenbuch 6.pdf,74,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,74,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,3
Zahlenbuch 6.pdf,75,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,75,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,75,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,75,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,75,Gesundheit,Stufe 1,Rein,8
Zahlenbuch 6.pdf,75,Gesundheit,Stufe 1,Sport,3
Zahlenbuch 6.pdf,75,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,75,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,1
Zahlenbuch 6.pdf,75,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,3
Zahlenbuch 6.pdf,75,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,75,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,75,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,1
Zahlenbuch 6.pdf,75,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,3
Zahlenbuch 6.pdf,75,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,75,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,2
Zahlenbuch 6.pdf,75,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,76,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,76,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,76,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,76,Gesundheit,Stufe 1,Rein,4
Zahlenbuch 6.pdf,76,Globale Entwicklung und Frieden,Stufe 1,Handel,1
Zahlenbuch 6.pdf,76,Globale Entwicklung und Frieden,Stufe 2,Handel,1
Zahlenbuch 6.pdf,76,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,76,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,76,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,76,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,76,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,76,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,76,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,76,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,76,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,76,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,76,Wirtschaft und Konsum,Stufe 1,Handel,1
Zahlenbuch 6.pdf,76,Wirtschaft und Konsum,Stufe 2,Handel,1
Zahlenbuch 6.pdf,77,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,77,Geschlechter und Gleichstellung,Stufe 2,Bildung,5
Zahlenbuch 6.pdf,77,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,77,Geschlechter und Gleichstellung,Stufe 1,gleich,3
Zahlenbuch 6.pdf,77,Gesundheit,Stufe 1,Leben,1
Zahlenbuch 6.pdf,77,Gesundheit,Stufe 1,Rein,7
Zahlenbuch 6.pdf,77,Globale Entwicklung und Frieden,Stufe 3,Bildung,5
Zahlenbuch 6.pdf,77,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,2
Zahlenbuch 6.pdf,77,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,77,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,2
Zahlenbuch 6.pdf,77,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,1
Zahlenbuch 6.pdf,77,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,1
Zahlenbuch 6.pdf,77,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,3
Zahlenbuch 6.pdf,77,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,1
Zahlenbuch 6.pdf,78,Geschlechter und Gleichstellung,Stufe 2,Bildung,4
Zahlenbuch 6.pdf,78,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,78,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,78,Globale Entwicklung und Frieden,Stufe 3,Bildung,4
Zahlenbuch 6.pdf,78,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,79,Geschlechter und Gleichstellung,Stufe 1,Mann,3
Zahlenbuch 6.pdf,79,Geschlechter und Gleichstellung,Stufe 1,Rolle,2
Zahlenbuch 6.pdf,79,Gesundheit,Stufe 1,Rein,7
Zahlenbuch 6.pdf,79,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,79,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,4
Zahlenbuch 6.pdf,79,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,4
Zahlenbuch 6.pdf,79,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,79,"Politik, Demokratie und Menschenrechte",Stufe 1,System,1
Zahlenbuch 6.pdf,79,Wirtschaft und Konsum,Stufe 1,Tausch,2
Zahlenbuch 6.pdf,80,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,80,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,80,Geschlechter und Gleichstellung,Stufe 1,Mann,2
Zahlenbuch 6.pdf,80,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,80,Gesundheit,Stufe 1,Rein,5
Zahlenbuch 6.pdf,80,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,80,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,80,"Politik, Demokratie und Menschenrechte",Stufe 2,Gesetz,1
Zahlenbuch 6.pdf,80,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,80,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,80,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,2
Zahlenbuch 6.pdf,80,"Politik, Demokratie und Menschenrechte",Stufe 1,System,7
Zahlenbuch 6.pdf,81,Geschlechter und Gleichstellung,Stufe 2,Anteil,2
Zahlenbuch 6.pdf,81,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,81,Geschlechter und Gleichstellung,Stufe 1,Mann,2
Zahlenbuch 6.pdf,81,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,81,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,81,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,81,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Boden,6
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 2,Boden,6
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,3
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Pflanze,1
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Wald,7
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 2,Wald,7
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,9
Zahlenbuch 6.pdf,81,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,9
Zahlenbuch 6.pdf,81,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,81,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,81,Wirtschaft und Konsum,Stufe 1,Ware,1
Zahlenbuch 6.pdf,82,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,2
Zahlenbuch 6.pdf,82,Geschlechter und Gleichstellung,Stufe 1,Mann,4
Zahlenbuch 6.pdf,82,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,82,Gesundheit,Stufe 1,Alter,5
Zahlenbuch 6.pdf,82,Gesundheit,Stufe 1,Essen,7
Zahlenbuch 6.pdf,82,Gesundheit,Stufe 1,Pflege,1
Zahlenbuch 6.pdf,82,Gesundheit,Stufe 2,Qualität,1
Zahlenbuch 6.pdf,82,Gesundheit,Stufe 1,Rein,4
Zahlenbuch 6.pdf,82,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,1
Zahlenbuch 6.pdf,82,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,82,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,7
Zahlenbuch 6.pdf,82,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,82,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,1
Zahlenbuch 6.pdf,82,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,2
Zahlenbuch 6.pdf,82,Natürliche Umwelt und Ressourcen,Stufe 1,Boden,1
Zahlenbuch 6.pdf,82,Natürliche Umwelt und Ressourcen,Stufe 2,Boden,1
Zahlenbuch 6.pdf,82,Natürliche Umwelt und Ressourcen,Stufe 1,Wald,7
Zahlenbuch 6.pdf,82,Natürliche Umwelt und Ressourcen,Stufe 2,Wald,7
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,1
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,5
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 1,Verwaltung,1
Zahlenbuch 6.pdf,82,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,2
Zahlenbuch 6.pdf,82,Wirtschaft und Konsum,Stufe 2,Kosten,2
Zahlenbuch 6.pdf,82,Wirtschaft und Konsum,Stufe 2,Nachfrage,1
Zahlenbuch 6.pdf,82,Wirtschaft und Konsum,Stufe 1,Preis,4
Zahlenbuch 6.pdf,82,Wirtschaft und Konsum,Stufe 2,Preis,4
Zahlenbuch 6.pdf,82,Wirtschaft und Konsum,Stufe 2,Qualität,1
Zahlenbuch 6.pdf,83,Geschlechter und Gleichstellung,Stufe 1,Erwachsene,1
Zahlenbuch 6.pdf,83,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Essen,3
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Körper,2
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Leben,6
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Ruhe,2
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 1,Sport,1
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 2,Versorgung,1
Zahlenbuch 6.pdf,83,Gesundheit,Stufe 3,Versorgung,1
Zahlenbuch 6.pdf,83,Globale Entwicklung und Frieden,Stufe 1,Handel,1
Zahlenbuch 6.pdf,83,Globale Entwicklung und Frieden,Stufe 2,Handel,1
Zahlenbuch 6.pdf,83,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,3
Zahlenbuch 6.pdf,83,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
