PDF,Seite,Leitidee,Stufe,Begriff,Anzahl
Zahlenbuch 6.pdf,2,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,2,Globale Entwicklung und Frieden,Stufe 1,Land,1
Zahlenbuch 6.pdf,2,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,1
Zahlenbuch 6.pdf,3,Geschlechter und Gleichstellung,Stufe 2,Anteil,1
Zahlenbuch 6.pdf,3,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,3,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,3,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Sprache,1
Zahlenbuch 6.pdf,4,Gesundheit,Stufe 1,Leben,1
Zahlenbuch 6.pdf,4,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,4,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,4,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,1
Zahlenbuch 6.pdf,4,Natürliche Umwelt und Ressourcen,Stufe 1,Wald,1
Zahlenbuch 6.pdf,4,Natürliche Umwelt und Ressourcen,Stufe 2,Wald,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Arbeit,5
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 2,Arbeit,5
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,6
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 2,Beruf,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Eltern,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Erwachsene,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Mann,7
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Mensch,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,Rolle,2
Zahlenbuch 6.pdf,5,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,5,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,5,Gesundheit,Stufe 1,Essen,2
Zahlenbuch 6.pdf,5,Gesundheit,Stufe 1,Leben,2
Zahlenbuch 6.pdf,5,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,5,Globale Entwicklung und Frieden,Stufe 1,Gemeinschaft,1
Zahlenbuch 6.pdf,5,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,5,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,2
Zahlenbuch 6.pdf,5,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Gemeinschaft,1
Zahlenbuch 6.pdf,5,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,5,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,2
Zahlenbuch 6.pdf,5,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,5,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,5,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,5,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,5,Wirtschaft und Konsum,Stufe 1,Arbeit,5
Zahlenbuch 6.pdf,5,Wirtschaft und Konsum,Stufe 1,Leistung,1
Zahlenbuch 6.pdf,5,Wirtschaft und Konsum,Stufe 1,Produkt,1
Zahlenbuch 6.pdf,5,Wirtschaft und Konsum,Stufe 2,Produktion,1
Zahlenbuch 6.pdf,5,Wirtschaft und Konsum,Stufe 3,Produktion,1
Zahlenbuch 6.pdf,6,Geschlechter und Gleichstellung,Stufe 1,Arbeit,2
Zahlenbuch 6.pdf,6,Geschlechter und Gleichstellung,Stufe 2,Arbeit,2
Zahlenbuch 6.pdf,6,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,3
Zahlenbuch 6.pdf,6,Gesundheit,Stufe 1,Alter,3
Zahlenbuch 6.pdf,6,Gesundheit,Stufe 1,Essen,2
Zahlenbuch 6.pdf,6,Gesundheit,Stufe 1,Rein,7
Zahlenbuch 6.pdf,6,Globale Entwicklung und Frieden,Stufe 1,Unterstützung,1
Zahlenbuch 6.pdf,6,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,2
Zahlenbuch 6.pdf,6,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,6,"Politik, Demokratie und Menschenrechte",Stufe 1,Freiheit,2
Zahlenbuch 6.pdf,6,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,1
Zahlenbuch 6.pdf,6,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,3
Zahlenbuch 6.pdf,6,Wirtschaft und Konsum,Stufe 1,Arbeit,2
Zahlenbuch 6.pdf,7,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,5
Zahlenbuch 6.pdf,7,Geschlechter und Gleichstellung,Stufe 3,Quote,1
Zahlenbuch 6.pdf,7,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,7,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,7,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,7,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,1
Zahlenbuch 6.pdf,7,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,7,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,7,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,2
Zahlenbuch 6.pdf,7,Wirtschaft und Konsum,Stufe 1,Produkt,14
Zahlenbuch 6.pdf,7,Wirtschaft und Konsum,Stufe 2,Produktion,14
Zahlenbuch 6.pdf,7,Wirtschaft und Konsum,Stufe 3,Produktion,14
Zahlenbuch 6.pdf,8,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,8,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,8,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,8,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,8,Gesundheit,Stufe 1,Rein,8
Zahlenbuch 6.pdf,8,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,8,Globale Entwicklung und Frieden,Stufe 1,Hilfe,1
Zahlenbuch 6.pdf,8,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,2
Zahlenbuch 6.pdf,8,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1
Zahlenbuch 6.pdf,8,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,9,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,9,Geschlechter und Gleichstellung,Stufe 1,Rolle,3
Zahlenbuch 6.pdf,9,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,9,Gesundheit,Stufe 1,Rein,5
Zahlenbuch 6.pdf,9,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,1
Zahlenbuch 6.pdf,9,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,9,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,2
Zahlenbuch 6.pdf,9,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,2
Zahlenbuch 6.pdf,9,Wirtschaft und Konsum,Stufe 2,Marke,3
Zahlenbuch 6.pdf,10,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,10,Geschlechter und Gleichstellung,Stufe 2,Bildung,2
Zahlenbuch 6.pdf,10,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,10,Geschlechter und Gleichstellung,Stufe 3,Unterschied,1
Zahlenbuch 6.pdf,10,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,10,Globale Entwicklung und Frieden,Stufe 3,Bildung,2
Zahlenbuch 6.pdf,10,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,4
Zahlenbuch 6.pdf,10,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,1
Zahlenbuch 6.pdf,10,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,10,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,4
Zahlenbuch 6.pdf,10,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,2
Zahlenbuch 6.pdf,10,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,10,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,10,Wirtschaft und Konsum,Stufe 2,Marke,1
Zahlenbuch 6.pdf,11,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,11,Gesundheit,Stufe 1,Alter,2
Zahlenbuch 6.pdf,11,Gesundheit,Stufe 1,Essen,2
Zahlenbuch 6.pdf,11,Gesundheit,Stufe 1,Luft,1
Zahlenbuch 6.pdf,11,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,11,Globale Entwicklung und Frieden,Stufe 1,Welt,1
Zahlenbuch 6.pdf,11,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,11,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,2
Zahlenbuch 6.pdf,11,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Wohnen,2
Zahlenbuch 6.pdf,11,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,2
Zahlenbuch 6.pdf,11,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,2
Zahlenbuch 6.pdf,11,Natürliche Umwelt und Ressourcen,Stufe 1,Luft,1
Zahlenbuch 6.pdf,11,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,1
Zahlenbuch 6.pdf,11,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,1
Zahlenbuch 6.pdf,11,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,11,"Politik, Demokratie und Menschenrechte",Stufe 1,Ordnung,2
Zahlenbuch 6.pdf,11,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,12,Geschlechter und Gleichstellung,Stufe 2,Entscheidung,1
Zahlenbuch 6.pdf,12,Geschlechter und Gleichstellung,Stufe 1,Frau,1
Zahlenbuch 6.pdf,12,Geschlechter und Gleichstellung,Stufe 1,Kind,1
Zahlenbuch 6.pdf,12,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,12,Gesundheit,Stufe 1,Alter,1
Zahlenbuch 6.pdf,12,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,12,Gesundheit,Stufe 1,Körper,1
Zahlenbuch 6.pdf,12,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,12,Globale Entwicklung und Frieden,Stufe 1,Staat,1
Zahlenbuch 6.pdf,12,Globale Entwicklung und Frieden,Stufe 1,Welt,1
Zahlenbuch 6.pdf,12,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,1
Zahlenbuch 6.pdf,12,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,12,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,1
Zahlenbuch 6.pdf,12,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1
Zahlenbuch 6.pdf,12,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,1
Zahlenbuch 6.pdf,12,Natürliche Umwelt und Ressourcen,Stufe 2,Sonne,1
Zahlenbuch 6.pdf,12,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,12,"Politik, Demokratie und Menschenrechte",Stufe 1,Entscheidung,1
Zahlenbuch 6.pdf,12,"Politik, Demokratie und Menschenrechte",Stufe 2,Entscheidung,1
Zahlenbuch 6.pdf,12,"Politik, Demokratie und Menschenrechte",Stufe 1,Staat,1
Zahlenbuch 6.pdf,12,"Politik, Demokratie und Menschenrechte",Stufe 1,Wert,1
Zahlenbuch 6.pdf,12,Wirtschaft und Konsum,Stufe 1,Ware,2
Zahlenbuch 6.pdf,13,Geschlechter und Gleichstellung,Stufe 2,Recht,1
Zahlenbuch 6.pdf,13,Geschlechter und Gleichstellung,Stufe 3,Unterschied,1
Zahlenbuch 6.pdf,13,Geschlechter und Gleichstellung,Stufe 1,gleich,5
Zahlenbuch 6.pdf,13,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,13,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,1
Zahlenbuch 6.pdf,13,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,1
Zahlenbuch 6.pdf,13,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,13,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,5
Zahlenbuch 6.pdf,13,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,2
Zahlenbuch 6.pdf,13,"Politik, Demokratie und Menschenrechte",Stufe 1,Recht,1
Zahlenbuch 6.pdf,13,"Politik, Demokratie und Menschenrechte",Stufe 2,Rechte,1
Zahlenbuch 6.pdf,13,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,3
Zahlenbuch 6.pdf,13,Wirtschaft und Konsum,Stufe 2,Hersteller,1
Zahlenbuch 6.pdf,14,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,14,Geschlechter und Gleichstellung,Stufe 2,Bildung,1
Zahlenbuch 6.pdf,14,Geschlechter und Gleichstellung,Stufe 1,Mann,3
Zahlenbuch 6.pdf,14,Geschlechter und Gleichstellung,Stufe 1,gleich,2
Zahlenbuch 6.pdf,14,Gesundheit,Stufe 1,Rein,1
Zahlenbuch 6.pdf,14,Globale Entwicklung und Frieden,Stufe 3,Bildung,1
Zahlenbuch 6.pdf,14,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,2
Zahlenbuch 6.pdf,14,"Politik, Demokratie und Menschenrechte",Stufe 3,Mehrheit,2
Zahlenbuch 6.pdf,14,"Politik, Demokratie und Menschenrechte",Stufe 1,Regeln,1
Zahlenbuch 6.pdf,14,"Politik, Demokratie und Menschenrechte",Stufe 1,Stimme,1
Zahlenbuch 6.pdf,15,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,15,Geschlechter und Gleichstellung,Stufe 1,Rolle,1
Zahlenbuch 6.pdf,15,Geschlechter und Gleichstellung,Stufe 1,gleich,1
Zahlenbuch 6.pdf,15,Gesundheit,Stufe 1,Essen,1
Zahlenbuch 6.pdf,15,Gesundheit,Stufe 1,Rein,2
Zahlenbuch 6.pdf,15,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,1
Zahlenbuch 6.pdf,15,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,1
Zahlenbuch 6.pdf,15,"Politik, Demokratie und Menschenrechte",Stufe 3,Gleichheit,1
Zahlenbuch 6.pdf,15,Wirtschaft und Konsum,Stufe 1,Tausch,1
Zahlenbuch 6.pdf,16,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1
Zahlenbuch 6.pdf,16,Geschlechter und Gleichstellung,Stufe 1,Mann,1
Zahlenbuch 6.pdf,16,Geschlechter und Gleichstellung,Stufe 2,Recht,2
Zahlenbuch 6.pdf,16,Geschlechter und Gleichstellung,Stufe 1,Rolle,2
Zahlenbuch 6.pdf,16,Gesundheit,Stufe 1,Bewegung,3
Zahlenbuch 6.pdf,16,Gesundheit,Stufe 2,Bewegung,3
Zahlenbuch 6.pdf,16,Gesundheit,Stufe 1,Rein,3
Zahlenbuch 6.pdf,16,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,3
Zahlenbuch 6.pdf,16,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,3
