PDF,Seite,Leitidee,Stufe,Begriff,Exakt,Flexion,Kompositum,Wortteil,Anzahl_Gesamt,Score_Gewichtet
"84000_mb1_sb_Livebook_211019.pdf,34,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,3,1,4,1.6"
"84000_mb1_sb_Livebook_211019.pdf,34,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,3,1,4,1.6"
"84000_mb1_sb_Livebook_211019.pdf,34,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,4,0,4,2.0"
84000_mb1_sb_Livebook_211019.pdf,34,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,35,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,35,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,35,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,35,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,35,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,35,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
"84000_mb1_sb_Livebook_211019.pdf,35,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,35,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,2,0,2,1.0"
"84000_mb1_sb_Livebook_211019.pdf,35,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,2,0,2,1.0"
84000_mb1_sb_Livebook_211019.pdf,36,Geschlechter und Gleichstellung,Stufe 1,Mann,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,36,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,36,Geschlechter und Gleichstellung,Stufe 1,gleich,1,0,3,2,6,2.7
84000_mb1_sb_Livebook_211019.pdf,36,Gesundheit,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,36,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,36,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Essen,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,36,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
"84000_mb1_sb_Livebook_211019.pdf,36,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,3,2,6,2.45"
"84000_mb1_sb_Livebook_211019.pdf,36,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,36,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,1,1,2,0.6"
"84000_mb1_sb_Livebook_211019.pdf,36,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,1,1,2,0.6"
"84000_mb1_sb_Livebook_211019.pdf,36,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,3,0,3,1.5"
84000_mb1_sb_Livebook_211019.pdf,37,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,37,Geschlechter und Gleichstellung,Stufe 1,gleich,1,0,0,3,4,1.3
"84000_mb1_sb_Livebook_211019.pdf,37,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,2,1,4,2.05"
"84000_mb1_sb_Livebook_211019.pdf,37,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,0,1,1,0.1"
"84000_mb1_sb_Livebook_211019.pdf,37,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,0,1,1,0.1"
84000_mb1_sb_Livebook_211019.pdf,37,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,38,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,3,0,0,3,2.25
84000_mb1_sb_Livebook_211019.pdf,38,Geschlechter und Gleichstellung,Stufe 1,Mann,0,3,0,0,3,2.25
84000_mb1_sb_Livebook_211019.pdf,38,Gesundheit,Stufe 1,Körper,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,38,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,3,0,0,3,2.25
84000_mb1_sb_Livebook_211019.pdf,38,Globale Entwicklung und Frieden,Stufe 1,Handel,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,38,Globale Entwicklung und Frieden,Stufe 2,Handel,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,38,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,38,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,38,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,38,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,38,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,1,0,2,1.25"
84000_mb1_sb_Livebook_211019.pdf,38,Wirtschaft und Konsum,Stufe 1,Handel,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,38,Wirtschaft und Konsum,Stufe 2,Handel,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,39,Geschlechter und Gleichstellung,Stufe 1,Mensch,2,0,0,0,2,2.0
84000_mb1_sb_Livebook_211019.pdf,39,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,39,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,39,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,39,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,39,Wirtschaft und Konsum,Stufe 1,Leistung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,40,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,40,Geschlechter und Gleichstellung,Stufe 1,gleich,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,40,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,3,3,0.3
"84000_mb1_sb_Livebook_211019.pdf,40,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,40,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,2,0,0,2,1.5"
"84000_mb1_sb_Livebook_211019.pdf,40,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,3,1,4,1.6"
84000_mb1_sb_Livebook_211019.pdf,40,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,41,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,41,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,41,Geschlechter und Gleichstellung,Stufe 2,Recht,0,1,0,2,3,0.95
84000_mb1_sb_Livebook_211019.pdf,41,Gesundheit,Stufe 1,Bewegung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,41,Gesundheit,Stufe 2,Bewegung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,41,Gesundheit,Stufe 1,Leben,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,41,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,41,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,41,Natürliche Umwelt und Ressourcen,Stufe 1,Leben,0,0,1,0,1,0.5
"84000_mb1_sb_Livebook_211019.pdf,41,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,1,0,2,3,0.95"
"84000_mb1_sb_Livebook_211019.pdf,41,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,1,2,0,3,1.75"
"84000_mb1_sb_Livebook_211019.pdf,41,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,1,0,1,0.5"
84000_mb1_sb_Livebook_211019.pdf,41,Wirtschaft und Konsum,Stufe 2,Hersteller,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,41,Wirtschaft und Konsum,Stufe 2,Marke,0,0,3,0,3,1.5
84000_mb1_sb_Livebook_211019.pdf,42,Geschlechter und Gleichstellung,Stufe 2,Recht,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Geschlechter und Gleichstellung,Stufe 1,gleich,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,42,Gesundheit,Stufe 1,Rein,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,42,Globale Entwicklung und Frieden,Stufe 2,Entwicklung,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,42,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,42,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,2,0,0,1,3,2.1
84000_mb1_sb_Livebook_211019.pdf,42,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,2,0,0,1,3,2.1
"84000_mb1_sb_Livebook_211019.pdf,42,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,42,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,42,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,0,1,0,1,0.6"
"84000_mb1_sb_Livebook_211019.pdf,42,""Politik, Demokratie und Menschenrechte"",Stufe 1,Regeln,0,0,1,0,1,0.5"
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 1,Preis,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 2,Preis,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 1,Produkt,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 2,Produktion,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 3,Produktion,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,42,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,43,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,43,Geschlechter und Gleichstellung,Stufe 2,Entscheidung,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,43,Geschlechter und Gleichstellung,Stufe 1,gleich,0,3,0,0,3,2.25
84000_mb1_sb_Livebook_211019.pdf,43,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,43,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,43,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,43,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,0,0,1,0,1,0.5
"84000_mb1_sb_Livebook_211019.pdf,43,""Politik, Demokratie und Menschenrechte"",Stufe 1,Entscheidung,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,43,""Politik, Demokratie und Menschenrechte"",Stufe 2,Entscheidung,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,43,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,3,0,0,3,2.25"
"84000_mb1_sb_Livebook_211019.pdf,43,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,43,""Politik, Demokratie und Menschenrechte"",Stufe 1,Regeln,0,0,1,0,1,0.5"
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 1,Arbeit,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 2,Arbeit,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 1,Person,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,44,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,44,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Brauch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Geschichte,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,44,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,44,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Wohnen,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,44,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,2,2,0.2
84000_mb1_sb_Livebook_211019.pdf,44,Natürliche Umwelt und Ressourcen,Stufe 2,Stein,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Natürliche Umwelt und Ressourcen,Stufe 1,Wasser,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,44,Natürliche Umwelt und Ressourcen,Stufe 2,Wasser,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,44,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,0,1,1,0.1"
"84000_mb1_sb_Livebook_211019.pdf,44,""Politik, Demokratie und Menschenrechte"",Stufe 1,Macht,1,0,0,0,1,1.0"
"84000_mb1_sb_Livebook_211019.pdf,44,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,44,""Politik, Demokratie und Menschenrechte"",Stufe 1,Ordnung,0,1,0,1,2,0.85"
"84000_mb1_sb_Livebook_211019.pdf,44,""Politik, Demokratie und Menschenrechte"",Stufe 1,System,0,0,1,0,1,0.5"
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 1,Arbeit,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 1,Preis,3,0,1,0,4,3.5
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 2,Preis,3,0,1,0,4,3.5
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 1,Produkt,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 2,Produktion,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 3,Produktion,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,44,Wirtschaft und Konsum,Stufe 1,Ware,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,45,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,45,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,45,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,45,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,0,1,1,0.1"
84000_mb1_sb_Livebook_211019.pdf,46,Geschlechter und Gleichstellung,Stufe 1,Mann,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,46,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,46,Wirtschaft und Konsum,Stufe 2,Einkauf,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,46,Wirtschaft und Konsum,Stufe 1,Kauf,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,46,Wirtschaft und Konsum,Stufe 2,Kosten,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,46,Wirtschaft und Konsum,Stufe 1,Preis,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,46,Wirtschaft und Konsum,Stufe 2,Preis,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,47,Globale Entwicklung und Frieden,Stufe 1,Hilfe,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,47,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Art,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,47,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Fest,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,47,Natürliche Umwelt und Ressourcen,Stufe 2,Arten,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,47,Natürliche Umwelt und Ressourcen,Stufe 1,Berg,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,47,""Politik, Demokratie und Menschenrechte"",Stufe 1,Macht,2,0,0,0,2,2.0"
"84000_mb1_sb_Livebook_211019.pdf,47,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,0,1,0,1,0.5"
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 2,Einkauf,2,0,0,1,3,2.1
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 1,Kauf,0,0,2,2,4,1.2
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 2,Kosten,5,0,6,0,11,8.0
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 1,Preis,6,0,1,0,7,6.5
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 2,Preis,6,0,1,0,7,6.5
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 1,Verkauf,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,47,Wirtschaft und Konsum,Stufe 2,Verkauf,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,48,Geschlechter und Gleichstellung,Stufe 3,Unterschied,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,48,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 3,Unterschiede,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,48,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,0,2,0,2,1.0
84000_mb1_sb_Livebook_211019.pdf,48,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,3,3,0.3
"84000_mb1_sb_Livebook_211019.pdf,48,""Politik, Demokratie und Menschenrechte"",Stufe 1,System,0,0,1,0,1,0.5"
"84000_mb1_sb_Livebook_211019.pdf,48,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,0,0,2,0,2,1.0"
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 2,Einkauf,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 1,Kauf,0,0,0,4,4,0.4
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 2,Kosten,2,0,2,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 2,Marke,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 1,Markt,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 1,Preis,7,0,1,0,8,7.5
84000_mb1_sb_Livebook_211019.pdf,48,Wirtschaft und Konsum,Stufe 2,Preis,7,0,1,0,8,7.5
84000_mb1_sb_Livebook_211019.pdf,49,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1,2,0,0,3,2.5
84000_mb1_sb_Livebook_211019.pdf,49,Geschlechter und Gleichstellung,Stufe 1,Mann,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,49,Globale Entwicklung und Frieden,Stufe 1,Land,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,49,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 2,Werte,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,49,Natürliche Umwelt und Ressourcen,Stufe 2,Landschaft,0,0,1,0,1,0.5
"84000_mb1_sb_Livebook_211019.pdf,49,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,0,0,1,1,0.1"
"84000_mb1_sb_Livebook_211019.pdf,49,""Politik, Demokratie und Menschenrechte"",Stufe 1,Wert,1,0,0,0,1,1.0"
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 1,Geld,2,0,0,0,2,2.0
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 1,Kauf,0,0,1,3,4,0.8
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 2,Kosten,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 1,Verkauf,0,0,2,1,3,1.1
84000_mb1_sb_Livebook_211019.pdf,49,Wirtschaft und Konsum,Stufe 2,Verkauf,0,0,2,1,3,1.1
84000_mb1_sb_Livebook_211019.pdf,50,Geschlechter und Gleichstellung,Stufe 2,Bildung,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,50,Geschlechter und Gleichstellung,Stufe 1,Mann,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,50,Geschlechter und Gleichstellung,Stufe 1,gleich,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,50,Gesundheit,Stufe 1,Rein,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,50,Globale Entwicklung und Frieden,Stufe 3,Bildung,0,0,1,1,2,0.6
84000_mb1_sb_Livebook_211019.pdf,50,Globale Entwicklung und Frieden,Stufe 1,Hilfe,0,0,0,1,1,0.1
84000_mb1_sb_Livebook_211019.pdf,50,Natürliche Umwelt und Ressourcen,Stufe 1,Tier,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,50,""Politik, Demokratie und Menschenrechte"",Stufe 3,Gleichheit,0,0,1,0,1,0.6"
84000_mb1_sb_Livebook_211019.pdf,51,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,51,Geschlechter und Gleichstellung,Stufe 1,Mensch,0,4,2,0,6,4.0
84000_mb1_sb_Livebook_211019.pdf,51,Geschlechter und Gleichstellung,Stufe 2,Recht,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,51,Globale Entwicklung und Frieden,Stufe 1,Handel,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,51,Globale Entwicklung und Frieden,Stufe 2,Handel,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,51,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,1,0,0,0,1,1.0
"84000_mb1_sb_Livebook_211019.pdf,51,""Politik, Demokratie und Menschenrechte"",Stufe 1,Recht,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,51,""Politik, Demokratie und Menschenrechte"",Stufe 2,Rechte,0,1,0,0,1,0.75"
84000_mb1_sb_Livebook_211019.pdf,51,Wirtschaft und Konsum,Stufe 1,Handel,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,51,Wirtschaft und Konsum,Stufe 2,Handel,0,4,0,0,4,3.0
84000_mb1_sb_Livebook_211019.pdf,51,Wirtschaft und Konsum,Stufe 1,Tausch,0,0,1,0,1,0.5
84000_mb1_sb_Livebook_211019.pdf,52,Geschlechter und Gleichstellung,Stufe 3,Aufgaben,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,52,Geschlechter und Gleichstellung,Stufe 1,Mann,0,2,0,0,2,1.5
84000_mb1_sb_Livebook_211019.pdf,52,Geschlechter und Gleichstellung,Stufe 1,Mensch,0,1,0,0,1,0.75
84000_mb1_sb_Livebook_211019.pdf,52,Geschlechter und Gleichstellung,Stufe 1,Person,0,0,5,0,5,2.5
84000_mb1_sb_Livebook_211019.pdf,52,Globale Entwicklung und Frieden,Stufe 1,Handel,0,0,1,1,2,0.7
84000_mb1_sb_Livebook_211019.pdf,52,Globale Entwicklung und Frieden,Stufe 2,Handel,0,0,1,1,2,0.7
84000_mb1_sb_Livebook_211019.pdf,52,Kulturelle Identitäten und interkulturelle Verständigung,Stufe 1,Wohnen,1,0,0,0,1,1.0
84000_mb1_sb_Livebook_211019.pdf,52,Natürliche Umwelt und Ressourcen,Stufe 1,Erde,0,0,0,1,1,0.1
"84000_mb1_sb_Livebook_211019.pdf,52,""Politik, Demokratie und Menschenrechte"",Stufe 3,Mehrheit,0,1,0,0,1,0.75"
"84000_mb1_sb_Livebook_211019.pdf,52,""Politik, Demokratie und Menschenrechte"",Stufe 1,Stimme,0,1,0,0,1,0.75"
84000_mb1_sb_Livebook_211019.pdf,52,Wirtschaft und Konsum,Stufe 1,Handel,0,0,1,1,2,0.7
